"","name","college","position","id","age","birthDate","draftYear","draftRound","pickInDraftRound","draftPick"
"1165","Danny Amendola","Texas Tech","WR","00-0026035",37.3,1985-11-02,2008,NA,NA,NA
"1166","Michael Bumpus","Washington State","WR",NA,35.4,1985-12-13,2008,NA,NA,NA
"1167","Darnell Jenkins","Miami","WR",NA,38.4,1982-12-31,2008,NA,NA,NA
"1168","Anthony Armstrong","West Texas A&M","WR","00-0026465",38.1,1983-03-29,2008,NA,NA,NA
"1169","Maurice Purify","Nebraska","WR",NA,35.3,1986-01-17,2008,NA,NA,NA
"1170","Jake Allen","Mississippi College","WR",NA,36.3,1985-01-18,2008,NA,NA,NA
"1171","Nate Hughes","Alcorn State","WR",NA,36.3,1985-01-18,2008,NA,NA,NA
"1172","Calvin Johnson","Georgia Tech","WR","00-0025389",35.6,1985-09-29,2007,1,2,"2"
"1173","Dwayne Bowe","Louisiana State","WR","00-0025410",36.6,1984-09-21,2007,1,23,"23"
"1174","Dwayne Jarrett","Southern California","WR",NA,34.7,1986-09-11,2007,2,13,"45"
"1175","Ted Ginn Jr.","Ohio State","WR","00-0025396",36.9,1985-04-12,2007,1,9,"9"
"1176","Sidney Rice","South Carolina","WR","00-0025431",34.7,1986-09-01,2007,2,12,"44"
"1177","Robert Meachem","Tennessee","WR","00-0025414",36.6,1984-09-28,2007,1,27,"27"
"1178","Buster Davis","Louisiana State","WR",NA,35.6,1985-10-02,2007,1,30,NA
"1179","Anthony Gonzalez","Ohio State","WR",NA,36.6,1984-09-18,2007,1,32,"32"
"1180","Steve Smith","Southern California","WR","00-0025438",36,1985-05-06,2007,2,19,"51"
"1181","Johnnie Lee Higgins","Texas-El Paso","WR",NA,37.7,1983-09-08,2007,3,36,"99"
"1182","Paul Williams","Fresno State","WR",NA,37.4,1983-12-02,2007,3,17,"80"
"1183","Chansi Stuckey","Clemson","WR",NA,37.6,1983-10-04,2007,7,25,"235"
"1184","David Clowney","Virginia Tech","WR",NA,35.8,1985-07-08,2007,5,20,"157"
"1185","Jacoby Jones","Lane","WR","00-0025460",36.8,1984-07-11,2007,3,9,"73"
"1186","Yamon Figurs","Kansas State","WR",NA,39.3,1982-01-10,2007,3,10,"74"
"1187","Laurent Robinson","Illinois State","WR","00-0025462",36,1985-05-20,2007,3,11,"75"
"1188","Jason Hill","Washington State","WR",NA,36.3,1985-01-25,2007,3,12,"76"
"1189","James Jones","San Jose State","WR","00-0025465",37.1,1984-03-31,2007,3,14,"78"
"1190","Mike Sims-Walker","Central Florida","WR",NA,36.5,1984-11-11,2007,3,15,"79"
"1191","Isaiah Stanback","Washington","WR",NA,36.7,1984-08-16,2007,4,4,"103"
"1192","Ryne Robinson","Miami (Ohio)","WR",NA,36.5,1984-11-04,2007,4,19,"118"
"1193","Chris Davis","Florida State","WR",NA,37.3,1984-01-23,2007,4,29,"128"
"1194","Steve Breaston","Michigan","WR","00-0025529",37.7,1983-08-20,2007,5,5,"142"
"1195","Aundrae Allison","East Carolina","WR",NA,35,1986-04-20,2007,5,9,"146"
"1196","Roy Hall","Ohio State","WR",NA,37.4,1983-12-08,2007,5,32,"169"
"1197","Legedu Naanee","Boise State","WR",NA,37.6,1983-09-16,2007,5,35,"172"
"1198","Joel Filani","Texas Tech","WR",NA,37.4,1983-12-08,2007,6,14,NA
"1199","Courtney Taylor","Auburn","WR",NA,37.1,1984-04-07,2007,6,23,"197"
"1200","Jordan Kent","Oregon","WR",NA,36.8,1984-07-24,2007,6,36,"210"
"1201","Dallas Baker","Florida","WR",NA,38.5,1982-11-10,2007,7,17,"227"
"1202","John Broussard","San Jose State","WR",NA,37.4,1983-12-18,2007,7,19,"229"
"1203","Chandler Williams","Florida International","WR",NA,35.7,1985-08-09,2007,7,23,NA
"1204","Syndric Steptoe","Arizona","WR",NA,36.4,1984-12-06,2007,7,24,"234"
"1205","Derek Stanley","Wisconsin-Whitewater","WR",NA,35.7,1985-08-27,2007,7,39,"249"
"1206","Johnathan Holland","Louisiana Tech","WR",NA,36.2,1985-02-18,2007,7,44,NA
"1207","Biren Ealy","Houston","WR",NA,36.8,1984-07-07,2007,NA,NA,NA
"1208","Matt Willis","UCLA","WR",NA,37.1,1984-04-13,2007,NA,NA,NA
"1209","Logan Payne","Minnesota","WR",NA,36.3,1985-01-21,2007,NA,NA,NA
"1210","Maurice Price","Charleston Southern","WR",NA,35.7,1985-09-11,2007,NA,NA,NA
"1211","Dominique Zeigler","Baylor","WR",NA,36.6,1984-10-11,2007,NA,NA,NA
"1212","Eric Weems","Bethune-Cookman","WR",NA,35.8,1985-07-04,2007,NA,NA,NA
"1213","Santonio Holmes","Ohio State","WR","00-0024240",37.2,1984-03-03,2006,1,25,"25"
"1214","Chad Jackson","Florida","WR",NA,36.2,1985-03-06,2006,2,4,"36"
"1215","Sinorice Moss","Miami (Fla.)","WR",NA,37.4,1983-12-28,2006,2,12,"44"
"1216","Greg Jennings","Western Michigan","WR","00-0024267",37.6,1983-09-21,2006,2,20,"52"
"1217","Devin Hester","Miami (Fla.)","WR","00-0024272",38.5,1982-11-04,2006,2,25,"57"
"1218","Travis Wilson","Oklahoma","WR",NA,37.2,1984-02-11,2006,3,14,"78"
"1219","Derek Hagan","Arizona State","WR",NA,36.6,1984-09-21,2006,3,18,"82"
"1220","Brandon Williams","Wisconsin","WR",NA,37.2,1984-02-24,2006,3,20,"84"
"1221","Maurice Stovall","Notre Dame","WR",NA,36.2,1985-02-21,2006,3,26,"90"
"1222","Willie Reid","Florida State","WR",NA,38.6,1982-09-19,2006,3,31,"95"
"1223","Brad Smith","Missouri","WR","00-0024318",37.4,1983-12-12,2006,4,6,"103"
"1224","Cory Rodgers","Texas Christian","WR",NA,NA,NA,2006,4,7,NA
"1225","Jason Avant","Michigan","WR","00-0024324",38.1,1983-04-20,2006,4,12,"109"
"1226","Demetrius Williams","Oregon","WR",NA,38.1,1983-03-28,2006,4,14,"111"
"1227","Brandon Marshall","Central Florida","WR","00-0024334",37.1,1984-03-23,2006,4,22,"119"
"1228","Skyler Green","Louisiana State","WR",NA,36.7,1984-09-12,2006,4,28,"125"
"1229","Floyd Turner","East Carolina","WR",NA,38,1983-05-21,2006,4,32,NA
"1230","Domenik Hixon","Akron","WR","00-0024345",36.6,1984-10-08,2006,4,33,"130"
"1231","Marques Hagans","Virginia","WR",NA,38.4,1982-12-29,2006,5,11,"144"
"1232","Jeremy Bloom","Colorado","WR",NA,39.1,1982-04-02,2006,5,14,NA
"1233","Mike Hass","Oregon State","WR",NA,38.3,1983-01-02,2006,6,2,"171"
"1234","Jonathan Orr","Wisconsin","WR",NA,38.1,1983-03-20,2006,6,3,NA
"1235","Adam Jennings","Fresno State","WR",NA,38.5,1982-11-17,2006,6,15,"184"
"1236","Jeff Webb","San Diego State","WR",NA,39.3,1982-01-31,2006,6,21,"190"
"1237","Reggie McNeal","Texas A&M","WR",NA,37.6,1983-09-20,2006,6,24,"193"
"1238","Todd Watkins","Brigham Young","WR",NA,37.9,1983-06-22,2006,7,10,"218"
"1239","Bennie Brazell","Louisiana State","WR",NA,38.9,1982-06-02,2006,7,23,NA
"1240","Devin Aromashodu","Auburn","WR","00-0024447",37,1984-05-23,2006,7,25,"233"
"1241","Ben Obomanu","Auburn","WR","00-0024463",37.5,1983-10-30,2006,7,41,"249"
"1242","David Anderson","Colorado State","WR",NA,37.8,1983-07-28,2006,7,43,"251"
"1243","Marques Colston","Hofstra","WR","00-0024466",37.9,1983-06-05,2006,7,44,"252"
"1244","Kevin McMahan","Maine","WR",NA,38.2,1983-03-02,2006,7,47,NA
"1245","Hank Baskett","New Mexico","WR",NA,38.7,1982-09-04,2006,NA,NA,NA
"1246","Sam Hurd","Northern Illinois","WR",NA,36,1985-04-24,2006,NA,NA,NA
"1247","Carlyle Holiday",NA,"WR",NA,NA,NA,2006,NA,NA,NA
"1248","Miles Austin","Monmouth","WR","00-0023921",36.9,1984-06-30,2006,NA,NA,NA
"1249","Shaun Bodiford","Portland State","WR",NA,39,1982-05-04,2006,NA,NA,NA
"1250","Jason Carter","Texas A&M","WR",NA,38.6,1982-09-15,2006,NA,NA,NA
"1251","Devale Ellis","Hofstra","WR",NA,37.1,1984-04-02,2006,NA,NA,NA
"1252","Chris Hannon","Tennessee","WR",NA,37.2,1984-02-18,2006,NA,NA,NA
"1253","Marcus Vick","Virginia Tech","WR",NA,37.1,1984-03-20,2006,NA,NA,NA
"1254","Chris Francies","UTEP","WR",NA,38.8,1982-07-26,2006,NA,NA,NA
"1255","Glenn Holt","Kentucky","WR",NA,36.8,1984-07-31,2006,NA,NA,NA
"1256","Brian Clark","North Carolina State","WR",NA,37.4,1983-12-26,2006,NA,NA,NA
"1257","Mike Espy","Mississippi","WR",NA,38.4,1982-11-29,2006,NA,NA,NA
"1258","Charles Sharon","Bowling Green","WR",NA,38.1,1983-04-04,2006,NA,NA,NA
"1259","Wallace Wright","North Carolina","WR",NA,37.3,1984-02-01,2006,NA,NA,NA
"1260","William Buchanon","USC","WR",NA,38.1,1983-04-05,2006,NA,NA,NA
"1261","Martin Nance","Miami (OH)","WR",NA,38,1983-05-26,2006,NA,NA,NA
"1262","Micheal Spurlock","Mississippi","WR",NA,38.3,1983-01-31,2006,NA,NA,NA
"1263","Anthony Mix","Auburn","WR",NA,38.3,1983-01-20,2006,NA,NA,NA
"1264","Braylon Edwards","Michigan","WR","00-0023438",38.2,1983-02-21,2005,1,3,"3"
"1265","Troy Williamson","South Carolina","WR",NA,38,1983-04-30,2005,1,7,"7"
"1266","Mike Williams","Southern California","WR",NA,37.3,1984-01-04,2005,1,10,"10"
"1267","Matt Jones","Arkansas","WR",NA,38,1983-04-22,2005,1,21,"21"
"1268","Mark Clayton","Oklahoma","WR",NA,38.9,1982-07-02,2005,1,22,"22"
"1269","Roddy White","UAB","WR","00-0023462",39.5,1981-11-02,2005,1,27,"27"
"1270","Reggie Brown","Georgia","WR",NA,40.3,1981-01-13,2005,2,3,"35"
"1271","Mark Bradley","Oklahoma","WR",NA,39.3,1982-01-29,2005,2,7,"39"
"1272","Roscoe Parrish","Miami (Fla.)","WR",NA,38.8,1982-07-16,2005,2,23,"55"
"1273","Terrence Murphy","Texas A&M","WR",NA,38.4,1982-12-15,2005,2,26,"58"
"1274","Vincent Jackson","Northern Colorado","WR","00-0023496",38.3,1983-01-14,2005,2,29,"61"
"1275","Courtney Roby","Indiana","WR",NA,38.3,1983-01-10,2005,3,4,"68"
"1276","Brandon Jones","Oklahoma","WR",NA,38.6,1982-10-06,2005,3,33,"96"
"1277","Jerome Mathis","Hampton","WR",NA,37.8,1983-07-26,2005,4,13,"114"
"1278","Craphonso Thorpe","Florida State","WR",NA,37.9,1983-06-27,2005,4,15,"116"
"1279","Chase Lyman","California","WR",NA,38.7,1982-09-04,2005,4,17,NA
"1280","J.J. Stokes","Saginaw Valley","WR",NA,38.6,1982-10-13,2005,4,25,NA
"1281","Fred Gibson","Georgia","WR",NA,39.5,1981-10-26,2005,4,30,NA
"1282","Roydell Williams","Tulane","WR",NA,40.2,1981-03-14,2005,4,35,"136"
"1283","Airese Currie","Clemson","WR",NA,38.5,1982-11-16,2005,5,4,"140"
"1284","Larry Brackins","Pearl River CC","WR",NA,38.5,1982-11-05,2005,5,19,NA
"1285","Tai Streets","TCU","WR",NA,40.2,1981-02-16,2005,5,26,NA
"1286","Rasheed Marshall","West Virginia","WR",NA,39.8,1981-07-11,2005,5,38,"174"
"1287","Chad Owens","Hawaii","WR",NA,39.1,1982-04-03,2005,6,11,"185"
"1288","Tab Perry","UCLA","WR",NA,39.3,1982-01-20,2005,6,16,"190"
"1289","Dante Ridgeway","Ball State","WR",NA,37.1,1984-04-18,2005,6,18,"192"
"1290","Craig Bragg","UCLA","WR",NA,39.1,1982-03-15,2005,6,21,NA
"1291","Marcus Maxwell","Oregon","WR",NA,37.8,1983-07-08,2005,7,9,"223"
"1292","Paris Warren","Utah","WR",NA,38.7,1982-09-06,2005,7,11,"225"
"1293","LeRon McCoy","Indiana (PA)","WR",NA,39.3,1982-01-24,2005,7,12,"226"
"1294","Harry Williams","Tuskegee","WR",NA,38.7,1982-08-10,2005,7,26,"240"
"1295","J.R. Russell","Louisville","WR",NA,39.4,1981-12-05,2005,7,39,NA
"1296","Josh Cribbs","Kent State","WR","00-0023176",37.9,1983-06-09,2005,NA,NA,NA
"1297","Nate Washington","Tiffin","WR","00-0023367",37.7,1983-08-28,2005,NA,NA,NA
"1298","Lance Moore","Toledo","WR","00-0023310",37.7,1983-08-31,2005,NA,NA,NA
"1299","Greg Camarillo","Stanford","WR",NA,39.1,1982-04-18,2005,NA,NA,NA
"1300","Malcom Floyd","Wyoming","WR","00-0022414",39.7,1981-09-08,2004,NA,NA,NA
"1301","Larry Fitzgerald","Pittsburgh","WR","00-0022921",39.5,1983-08-31,2004,1,3,"3"
"1302","Roy Williams","Texas","WR",NA,39.4,1981-12-20,2004,1,7,"7"
"1303","Reggie Williams","Washington","WR",NA,38,1983-05-17,2004,1,9,"9"
"1304","Lee Evans","Wisconsin","WR",NA,40.2,1981-03-11,2004,1,13,"13"
"1305","Michael Clayton","LSU","WR",NA,38.6,1982-10-13,2004,1,15,"15"
"1306","Michael Jenkins","Ohio State","WR","00-0022781",38.9,1982-06-18,2004,1,29,"29"
"1307","Rashaun Woods","Oklahoma State","WR",NA,40.6,1980-10-17,2004,1,31,"31"
"1308","Devery Henderson","LSU","WR","00-0022929",39.1,1982-03-26,2004,2,18,"50"
"1309","Darius Watts","Marshall","WR",NA,39.4,1981-12-19,2004,2,22,"54"
"1310","Keary Colbert","Southern California","WR",NA,39,1982-05-21,2004,2,30,"62"
"1311","Derrick Hamilton","Clemson","WR",NA,39.4,1981-11-30,2004,3,14,"77"
"1312","Bernard Berrian","Fresno State","WR",NA,40.4,1980-12-27,2004,3,15,"78"
"1313","Devard Darling","Washington State","WR",NA,39.1,1982-04-16,2004,3,19,"82"
"1314","Carlos Francis","Texas Tech","WR",NA,40.3,1981-01-03,2004,4,3,"99"
"1315","Samie Parker","Oregon","WR",NA,40.1,1981-03-25,2004,4,9,"105"
"1316","Jerricho Cotchery","North Carolina State","WR","00-0022811",38.9,1982-06-16,2004,4,12,"108"
"1317","Johnnie Morant","Syracuse","WR",NA,39.4,1981-12-07,2004,5,2,"134"
"1318","Tony Simmons","North Carolina","WR",NA,40.1,1981-04-10,2004,5,14,NA
"1319","Maurice Mann","Nevada","WR",NA,38.6,1982-09-14,2004,5,17,"149"
"1320","D.J. Hackett","Colorado","WR",NA,39.8,1981-07-03,2004,5,25,"157"
"1321","Drew Carter","Ohio State","WR",NA,39.7,1981-09-05,2004,5,31,"163"
"1322","P.K. Sam","Florida State","WR",NA,38.2,1983-02-26,2004,5,32,"164"
"1323","Jamaar Taylor","Texas A&M","WR",NA,40.2,1981-02-25,2004,6,3,"168"
"1324","Triandos Luke","Alabama","WR",NA,39.4,1981-12-24,2004,6,6,"171"
"1325","Jeris McIntyre","Auburn","WR",NA,39.8,1981-07-04,2004,6,30,NA
"1326","Clarence Moore","Northern Arizona","WR",NA,38.6,1982-09-24,2004,6,34,"199"
"1327","Mark Jones","Tennessee","WR",NA,40.5,1980-11-03,2004,7,5,"206"
"1328","Sloan Thomas","Texas","WR",NA,39.4,1981-12-22,2004,7,10,"211"
"1329","Jonathan Smith","Washington State","WR",NA,39.4,1981-11-28,2004,7,13,"214"
"1330","Patrick Crayton","Northwestern Oklahom","WR",NA,42.1,1979-04-07,2004,7,15,"216"
"1331","Derek Abney","Kentucky","WR",NA,40.4,1980-12-19,2004,7,43,NA
"1332","Wes Welker","Texas Tech","WR","00-0022427",40,1981-05-01,2004,NA,NA,NA
"1333","Terrance Copper","East Carolina","WR",NA,39.2,1982-03-12,2004,NA,NA,NA
"1334","Glenn Martinez","Saginaw Valley State","WR",NA,39.4,1981-11-30,2004,NA,NA,NA
"1335","Charles Rogers","Michigan State","WR",NA,40,1981-05-23,2003,1,2,"2"
"1336","Andre Johnson","Miami (Fla.)","WR","00-0022044",39.8,1981-07-11,2003,1,3,"3"
"1337","Bryant Johnson","Penn State","WR",NA,40.2,1981-03-07,2003,1,17,"17"
"1338","Mikhael Ricks","Georgia","WR",NA,40.9,1980-06-09,2003,1,20,NA
"1339","Andre Rison","Wisconsin","WR",NA,42.3,1979-01-27,2003,2,6,NA
"1340","Taylor Jacobs","Florida","WR",NA,39.9,1981-05-30,2003,2,12,"44"
"1341","Bethel Johnson","Texas A&M","WR",NA,42.2,1979-02-11,2003,2,13,"45"
"1342","Anquan Boldin","Florida State","WR","00-0022084",40.6,1980-10-03,2003,2,22,"54"
"1343","Tyrone Calico","Middle Tennessee Sta","WR",NA,40.5,1980-11-09,2003,2,28,"60"
"1344","Kelley Washington","Tennessee","WR",NA,41.7,1979-08-21,2003,3,1,"65"
"1345","Nate Burleson","Nevada","WR","00-0021999",39.7,1981-08-19,2003,3,7,"71"
"1346","Kevin Curtis","Utah State","WR",NA,42.8,1978-07-17,2003,3,10,"74"
"1347","Billy McMullen","Virginia","WR",NA,41.2,1980-03-08,2003,3,31,"95"
"1348","Shaun McDonald","Arizona State","WR",NA,39.9,1981-06-13,2003,4,9,"106"
"1349","Charlie Rogers","Marshall","WR",NA,40.7,1980-08-27,2003,4,25,NA
"1350","Brandon Lloyd","Illinois","WR","00-0022097",39.8,1981-07-05,2003,4,27,"124"
"1351","Sam Aiken","North Carolina","WR",NA,40.4,1980-12-14,2003,4,30,"127"
"1352","Bobby Wade","Arizona","WR",NA,40.2,1981-02-25,2003,5,4,"139"
"1353","Justin Gage","Missouri","WR",NA,40.3,1981-01-24,2003,5,8,"143"
"1354","Adrian Madise","TCU","WR",NA,41.1,1980-03-23,2003,5,23,"158"
"1355","Jon Olinger","Cincinnati","WR",NA,40.7,1980-08-24,2003,5,24,NA
"1356","Jermaine Ross","Boston College","WR",NA,41.7,1979-09-12,2003,5,29,NA
"1357","Doug Gabriel","Central Florida","WR",NA,40.7,1980-08-27,2003,5,32,"167"
"1358","J.R. Tolver","San Diego State","WR",NA,41.3,1980-01-13,2003,5,34,NA
"1359","David Kircus","Grand Valley State","WR",NA,41.2,1980-02-19,2003,6,2,"175"
"1360","Zuriel Smith","Hampton","WR",NA,41.3,1980-01-15,2003,6,13,"186"
"1361","Latarence Dunbar","TCU","WR",NA,40.7,1980-08-15,2003,6,23,"196"
"1362","Arnaz Battle","Notre Dame","WR",NA,41.2,1980-02-22,2003,6,24,"197"
"1363","Willie Ponder","Southeast Missouri S","WR",NA,41.2,1980-02-14,2003,6,26,"199"
"1364","Kareem Kelly","Southern California","WR",NA,40.1,1981-04-01,2003,6,30,NA
"1365","David Tyree","Syracuse","WR",NA,41.3,1980-01-03,2003,6,38,"211"
"1366","Keenan Howry","Oregon","WR",NA,39.9,1981-06-17,2003,7,7,"221"
"1367","Taco Wallace","Kansas State","WR",NA,40.1,1981-04-14,2003,7,10,"224"
"1368","Walter Young","Illinois","WR",NA,41.4,1979-12-07,2003,7,12,"226"
"1369","Talman Gardner","Florida State","WR",NA,41.2,1980-03-10,2003,7,17,"231"
"1370","Deandrew Rubin","South Florida","WR",NA,42.6,1978-10-08,2003,7,39,NA
"1371","Kevin Walter","Eastern Michigan","WR","00-0021931",39.8,1981-08-04,2003,7,41,"255"
"1372","Carl Ford","Toledo","WR",NA,40.6,1980-10-08,2003,7,42,"256"
"1373","Travis Anglin","Memphis","WR",NA,NA,NA,2003,7,46,NA
"1374","Ryan Hoag","Gustavus Adolphus","WR",NA,41.5,1979-11-23,2003,7,48,NA
"1375","Kassim Osgood","San Diego State","WR",NA,41,1980-05-20,2003,NA,NA,NA
"1376","Greg Lewis","Illinois","WR",NA,41.2,1980-02-12,2003,NA,NA,NA
"1377","Jerheme Urban","Trinity (TX)","WR",NA,40.4,1980-11-26,2003,NA,NA,NA
"1378","Donte' Stallworth","Tennessee","WR",NA,40.5,1980-11-10,2002,1,13,"13"
"1379","Ashley Lelie","Hawaii","WR",NA,41.2,1980-02-16,2002,1,19,"19"
"1380","Javon Walker","Florida State","WR",NA,42.6,1978-10-14,2002,1,20,"20"
"1381","Jabar Gaffney","Florida","WR","00-0021163",40.4,1980-12-01,2002,2,1,"33"
"1382","Josh Reed","LSU","WR",NA,41,1980-05-01,2002,2,4,"36"
"1383","Tim Carter","Auburn","WR",NA,41.6,1979-09-21,2002,2,14,"46"
"1384","Andre' Davis","Virginia Tech","WR",NA,41.9,1979-06-12,2002,2,15,"47"
"1385","Reche Caldwell","Florida","WR",NA,42.1,1979-03-28,2002,2,16,"48"
"1386","Antwaan Randle El","Indiana","WR",NA,41.7,1979-08-17,2002,2,30,"62"
"1387","Antonio Bryant","Pittsburgh","WR",NA,40.2,1981-03-09,2002,2,31,"63"
"1388","Deion Branch","Louisville","WR","00-0021192",41.8,1979-07-18,2002,2,33,"65"
"1389","Marquise Walker","Michigan","WR",NA,42.4,1978-12-11,2002,3,21,NA
"1390","Clifford Russell","Utah","WR",NA,42.2,1979-02-08,2002,3,22,NA
"1391","Roell Preston","Miami (Fla.)","WR",NA,41.6,1979-10-04,2002,4,18,NA
"1392","Ron Johnson","Minnesota","WR",NA,41,1980-05-23,2002,4,25,"123"
"1393","Terry Charles","Portland State","WR",NA,41.8,1979-07-08,2002,5,7,NA
"1394","Jason McAddley","Alabama","WR",NA,41.8,1979-07-28,2002,5,14,"149"
"1395","Jake Schifino","Akron","WR",NA,41.5,1979-11-15,2002,5,16,"151"
"1396","Freddie Milons","Alabama","WR",NA,40.9,1980-06-27,2002,5,27,NA
"1397","Sam Simmons","Northwestern","WR",NA,41.5,1979-11-25,2002,5,35,"170"
"1398","Kahlil Hill","Iowa","WR",NA,42.1,1979-03-18,2002,6,12,"184"
"1399","Lee Mays","UTEP","WR",NA,42.6,1978-09-18,2002,6,30,"202"
"1400","Jamin Elliott","Delaware","WR",NA,41.6,1979-10-05,2002,6,31,"203"
"1401","Javin Hunter","Notre Dame","WR",NA,41,1980-05-09,2002,6,34,"206"
"1402","Michael Coleman","Widener","WR",NA,40.7,1980-09-07,2002,7,6,NA
"1403","Kendall Newson","Middle Tennessee Sta","WR",NA,41.2,1980-03-05,2002,7,11,"222"
"1404","Darrell Hill","Northern Illinois","WR",NA,41.9,1979-06-19,2002,7,14,"225"
"1405","Daryl Jones","Miami (Fla.)","WR",NA,42.3,1979-02-02,2002,7,15,"226"
"1406","Ronald Curry","North Carolina","WR",NA,41.9,1979-05-28,2002,7,24,"235"
"1407","David Givens","Notre Dame","WR",NA,40.7,1980-08-16,2002,7,42,"253"
"1408","Edell Shepherd","San Jose State","WR",NA,41,1980-05-18,2002,NA,NA,NA
"1409","Rashied Davis","San Jose State","WR",NA,41.8,1979-07-24,2002,NA,NA,NA
"1410","David Terrell","Michigan","WR",NA,42.2,1979-03-13,2001,1,8,"8"
"1411","Koren Robinson","North Carolina State","WR",NA,41.1,1980-03-19,2001,1,9,"9"
"1412","Rod Gardner","Clemson","WR",NA,43.5,1977-10-26,2001,1,15,"15"
"1413","Santana Moss","Miami (Fla.)","WR","00-0020494",41.9,1979-06-01,2001,1,16,"16"
"1414","Freddie Mitchell","UCLA","WR",NA,42.4,1978-11-28,2001,1,25,"25"
"1415","Reggie Wayne","Miami (Fla.)","WR","00-0020498",42.5,1978-11-17,2001,1,30,"30"
"1416","Quincy Morgan","Kansas State","WR",NA,43.6,1977-09-23,2001,2,2,"33"
"1417","Chad Johnson","Oregon State","WR","00-0020397",43.3,1978-01-09,2001,2,5,"36"
"1418","Robert Ferguson","Texas A&M","WR",NA,41.4,1979-12-17,2001,2,10,"41"
"1419","Chris Chambers","Wisconsin","WR",NA,42.7,1978-08-12,2001,2,21,"52"
"1420","Steve Smith","Utah","WR","00-0020337",42,1979-05-12,2001,3,12,"74"
"1421","Marvin Minnis","Florida State","WR",NA,44.2,1977-02-06,2001,3,15,NA
"1422","Milton Wynn","Washington State","WR",NA,42.6,1978-09-21,2001,4,21,"116"
"1423","Justin McCareins","Northern Illinois","WR",NA,42.4,1978-12-11,2001,4,29,"124"
"1424","Cedric James","TCU","WR",NA,42.1,1979-03-19,2001,4,36,"131"
"1425","Vinny Sutherland","Purdue","WR",NA,43,1978-04-22,2001,5,5,"136"
"1426","Alex Bannister","Eastern Kentucky","WR",NA,42,1979-04-23,2001,5,9,"140"
"1427","Scotty Anderson","Grambling","WR",NA,41.5,1979-11-24,2001,5,17,"148"
"1428","Onome Ojo",NA,"WR",NA,43.9,1977-06-03,2001,5,22,NA
"1429","Darnerian McCants","Delaware State","WR",NA,43.8,1977-08-01,2001,5,23,NA
"1430","Eddie Berlin","Northern Iowa","WR",NA,43.3,1978-01-14,2001,5,28,"159"
"1431","Jon Carter","Troy State","WR",NA,42.1,1979-03-20,2001,5,31,NA
"1432","Bobby Newcombe","Nebraska","WR",NA,41.7,1979-08-08,2001,6,3,NA
"1433","Cedrick Wilson","Tennessee","WR",NA,42.4,1978-12-17,2001,6,6,"169"
"1434","Kevin Kasper","Iowa","WR",NA,43.4,1977-12-23,2001,6,27,"190"
"1435","Francis St. Paul","Northern Arizona","WR",NA,42,1979-04-25,2001,6,34,NA
"1436","T.J. Houshmandzadeh","Oregon State","WR",NA,43.6,1977-09-26,2001,7,4,"204"
"1437","John Capel","Florida","WR",NA,NA,NA,2001,7,8,NA
"1438","Reggie Germany","Ohio State","WR",NA,43.1,1978-03-19,2001,7,14,"214"
"1439","Chris Taylor","Texas A&M","WR",NA,42,1979-04-25,2001,7,18,"218"
"1440","Ken-yon Rambo","Ohio State","WR",NA,42.6,1978-10-04,2001,7,29,"229"
"1441","Richmond Flowers",NA,"WR",NA,43,1978-05-04,2001,7,35,NA
"1442","Andre King","Miami (Fla.)","WR",NA,47.4,1973-11-26,2001,7,45,"245"
"1443","Jimmy Farris","Montana","WR",NA,43.1,1978-04-13,2001,NA,NA,NA
"1444","Peter Warrick","Florida State","WR",NA,43.9,1977-06-19,2000,1,4,"4"
"1445","Plaxico Burress","Michigan State","WR","00-0019642",43.7,1977-08-12,2000,1,8,"8"
"1446","Travis Taylor","Florida","WR",NA,43.1,1978-03-30,2000,1,10,"10"
"1447","Sylvester Morris","Jackson State","WR",NA,43.6,1977-10-06,2000,1,21,"21"
"1448","R jay Soward","Southern California","WR",NA,43.3,1978-01-16,2000,1,29,"29"
"1449","Dennis Northcutt","Arizona","WR",NA,43.4,1977-12-22,2000,2,1,"32"
"1450","Todd Pinkston","Southern Mississippi","WR",NA,44,1977-04-23,2000,2,5,"36"
"1451","Jerry Porter","West Virginia","WR",NA,42.8,1978-07-14,2000,2,16,"47"
"1452","Ron Dugans","Florida State","WR",NA,44,1977-04-27,2000,3,4,"66"
"1453","Dez White","Georgia Tech","WR",NA,41.7,1979-08-23,2000,3,7,"69"
"1454","Chris Cole","Texas A&M","WR",NA,43.5,1977-11-12,2000,3,8,"70"
"1455","Ron Dixon",NA,"WR",NA,44.9,1976-05-28,2000,3,11,"73"
"1456","Laveranues Coles","Florida State","WR",NA,43.4,1977-12-29,2000,3,16,"78"
"1457","Jajuan Dawson","Tulane","WR",NA,43.5,1977-11-05,2000,3,17,"79"
"1458","Darrell Jackson","Florida","WR",NA,42.4,1978-12-06,2000,3,18,"80"
"1459","Gari Scott","Michigan State","WR",NA,42.9,1978-06-02,2000,4,5,"99"
"1460","Danny Farmer","UCLA","WR",NA,44,1977-05-21,2000,4,9,"103"
"1461","Trevor Gaylor","Miami (Ohio)","WR",NA,43.5,1977-11-03,2000,4,17,"111"
"1462","Anthony Lucas","Arkansas","WR",NA,NA,NA,2000,4,20,NA
"1463","Avion Black","Tennessee State","WR",NA,44,1977-04-24,2000,4,27,"121"
"1464","Windrell Hayes","Southern California","WR",NA,NA,NA,2000,5,14,"143"
